"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"genes";"signal"
"mt-Co32";1,08771167944593e-10;-0,297122091938943;0,992;1;2,22001953774914e-06;"EnteroD";"mt-Co3";"Upregulated_yMB"
"Gda2";1,31518927123014e-10;-0,74252992612019;0,147;0,383;2,68430130258072e-06;"EnteroD";"Gda";"Upregulated_yMB"
"Reg12";3,62950740407592e-10;-0,453455895067095;0,073;0,291;7,40782461171896e-06;"EnteroD";"Reg1";"Upregulated_yMB"
"Nfkbia2";4,01257951992236e-10;-0,553426842277754;0,233;0,487;8,18967480016154e-06;"EnteroD";"Nfkbia";"Upregulated_yMB"
"Gzma2";4,36431791633096e-10;-4,49485388469371;0,053;0,23;8,90757286723149e-06;"EnteroD";"Gzma";"Upregulated_yMB"
"mt-Co12";7,50760232997057e-10;-0,31985190589621;0,992;1;1,53230163554699e-05;"EnteroD";"mt-Co1";"Upregulated_yMB"
"Ndufa12";1,28499994132436e-09;-0,813076123533453;0,2;0,428;2,62268488024302e-05;"EnteroD";"Ndufa12";"Upregulated_yMB"
"Arg21";1,72496389276132e-09;-0,556154264663591;0,167;0,389;3,52065130512586e-05;"EnteroD";"Arg2";"Upregulated_yMB"
"Gzmb2";1,74814656628452e-09;-7,32330797261537;0,004;0,143;3,5679671417867e-05;"EnteroD";"Gzmb";"Upregulated_yMB"
"Ndufa8";1,89504406622636e-09;-0,657502400877544;0,171;0,391;3,867784939168e-05;"EnteroD";"Ndufa8";"Upregulated_yMB"
"Neat11";2,01200818435874e-09;-0,409984394530198;0,196;0,437;4,10650870427619e-05;"EnteroD";"Neat1";"Upregulated_yMB"
"Sepp12";2,11489438397447e-09;-0,437465971471344;0,257;0,539;4,31649943769189e-05;"EnteroD";"Sepp1";"Upregulated_yMB"
"Kdelr22";2,28973769559345e-09;-1,08823022596172;0,159;0,367;4,67335463670624e-05;"EnteroD";"Kdelr2";"Upregulated_yMB"
"Ndufa131";3,14514338947469e-09;-0,442528600219485;0,318;0,587;6,41923765791785e-05;"EnteroD";"Ndufa13";"Upregulated_yMB"
"Lars21";3,62427234247254e-09;-0,621817955859581;0,245;0,491;7,39713985098646e-05;"EnteroD";"Lars2";"Upregulated_yMB"
"Actb2";4,21264120558023e-09;-0,332086772351903;0,91;0,967;8,59800070058925e-05;"EnteroD";"Actb";"Upregulated_yMB"
"Cyb5a";4,63211696935134e-09;-0,498837712749401;0,273;0,535;9,45415073444608e-05;"EnteroD";"Cyb5a";"Upregulated_yMB"
"Id11";5,50735412899057e-09;-0,607886712747662;0,188;0,422;0,000112405097772697;"EnteroD";"Id1";"Upregulated_yMB"
"Apoa12";5,9423514281665e-09;-0,398043703620988;0,478;0,785;0,000121283392648878;"EnteroD";"Apoa1";"Upregulated_yMB"
"Hadh1";6,05532049940257e-09;-0,487555754797746;0,327;0,604;0,000123589091392806;"EnteroD";"Hadh";"Upregulated_yMB"
"Tff31";8,06899391395355e-09;-0,592044901415965;0,224;0,463;0,000164688165783792;"EnteroD";"Tff3";"Upregulated_yMB"
"Eno12";1,48020735791244e-08;-0,469868072628425;0,143;0,343;0,000302110321749929;"EnteroD";"Eno1";"Upregulated_yMB"
"Abhd22";1,50275242331241e-08;-1,23278002909354;0,143;0,328;0,000306711769598063;"EnteroD";"Abhd2";"Upregulated_yMB"
"Ifrd12";1,53519917910985e-08;-0,783189385914074;0,131;0,326;0,00031333415245632;"EnteroD";"Ifrd1";"Upregulated_yMB"
"Papss22";1,94196503541391e-08;-1,77151330598022;0,065;0,228;0,000396355063727979;"EnteroD";"Papss2";"Upregulated_yMB"
"Gpi12";2,62588790376915e-08;-0,75122502748437;0,229;0,446;0,000535943721159284;"EnteroD";"Gpi1";"Upregulated_yMB"
"Apob2";3,79618670774737e-08;-0,415795842472555;0,29;0,552;0,000774801707051239;"EnteroD";"Apob";"Upregulated_yMB"
"Tm4sf5";4,07212165217361e-08;-0,305410221928592;0,261;0,502;0,000831120029208633;"EnteroD";"Tm4sf5";"Upregulated_yMB"
"Cda2";5,23295957638576e-08;-0,195161244534511;0,171;0,38;0,00106804704954033;"EnteroD";"Cda";"Upregulated_yMB"
"Pck12";5,25587313822253e-08;-1,5149154979522;0,033;0,174;0,00107272370751122;"EnteroD";"Pck1";"Upregulated_yMB"
"Pgam12";7,89216855097734e-08;-0,190588291500184;0,176;0,378;0,00161079160125447;"EnteroD";"Pgam1";"Upregulated_yMB"
"Fos2";8,25122646377065e-08;-0,203233583761361;0,371;0,657;0,00168407532125559;"EnteroD";"Fos";"Upregulated_yMB"
"Slc5a14";8,3407438032174e-08;-0,605871716702082;0,322;0,567;0,00170234581023667;"EnteroD";"Slc5a1";"Upregulated_yMB"
"Atf31";8,60837277797342e-08;-0,162990126768529;0,237;0,491;0,00175696888398437;"EnteroD";"Atf3";"Upregulated_yMB"
"Cd3g2";9,05382582509304e-08;-7,70280640205692;0;0,109;0,00184788585090149;"EnteroD";"Cd3g";"Upregulated_yMB"
"Tceb21";1,06366735924929e-07;-0,317603427646653;0,302;0,546;0,00217094508022779;"EnteroD";"Tceb2";"Upregulated_yMB"
"AA4671972";1,08686541645349e-07;-1,28771628229491;0,155;0,337;0,00221829231498158;"EnteroD";"AA467197";"Upregulated_yMB"
"Map1lc3b1";1,16060669054105e-07;-0,925520609918979;0,11;0,278;0,00236879825539429;"EnteroD";"Map1lc3b";"Upregulated_yMB"
"Gsto12";1,16464602414561e-07;-0,360003221646614;0,249;0,467;0,0023770425352812;"EnteroD";"Gsto1";"Upregulated_yMB"
"Btg21";1,18038714512693e-07;-0,418893734002109;0,224;0,446;0,00240917016320406;"EnteroD";"Btg2";"Upregulated_yMB"
"Fth11";1,28281474612233e-07;-0,309780740638282;0,845;0,952;0,00261822489683568;"EnteroD";"Fth1";"Upregulated_yMB"
"Chpt12";1,31483558560672e-07;-0,724589706922597;0,078;0,246;0,00268357943022331;"EnteroD";"Chpt1";"Upregulated_yMB"
"Tmed21";1,47068934935716e-07;-1,0709050632213;0,151;0,339;0,00300167696203797;"EnteroD";"Tmed2";"Upregulated_yMB"
"Suclg1";1,51447703014961e-07;-0,183896304724582;0,233;0,446;0,00309104761853536;"EnteroD";"Suclg1";"Upregulated_yMB"
"Junb1";1,52235716072857e-07;-0,152895339141772;0,269;0,513;0,00310713096504702;"EnteroD";"Junb";"Upregulated_yMB"
"Alpi2";1,59793132596239e-07;-0,924041501780325;0,106;0,265;0,00326137783628923;"EnteroD";"Alpi";"Upregulated_yMB"
"Sis2";1,93926858500695e-07;-0,224156049646117;0,482;0,809;0,00395804718199919;"EnteroD";"Sis";"Upregulated_yMB"
"Fosb2";2,02107476742162e-07;-0,565226897942124;0,139;0,33;0,00412501360030753;"EnteroD";"Fosb";"Upregulated_yMB"
"Ptms1";2,19018042550611e-07;-0,596390728277427;0,224;0,43;0,00447015824845797;"EnteroD";"Ptms";"Upregulated_yMB"
"Ppa11";2,1956099255623e-07;-0,26711938675078;0,212;0,424;0,00448123985807266;"EnteroD";"Ppa1";"Upregulated_yMB"
"Ephx22";2,23630781449013e-07;-1,14609958900795;0,073;0,228;0,00456430424937436;"EnteroD";"Ephx2";"Upregulated_yMB"
"Cyc11";2,53032384266072e-07;-0,189810659855563;0,335;0,593;0,00516439096287054;"EnteroD";"Cyc1";"Upregulated_yMB"
"Adh11";2,54824092463288e-07;-3,10098576338525;0,033;0,161;0,00520095972717571;"EnteroD";"Adh1";"Upregulated_yMB"
"Ndufs61";2,98938904667272e-07;-0,319556250177074;0,249;0,461;0,00610134304425903;"EnteroD";"Ndufs6";"Upregulated_yMB"
"Mt22";3,04360310627842e-07;-2,04029779557134;0,069;0,217;0,00621199393991426;"EnteroD";"Mt2";"Upregulated_yMB"
"Krt202";3,15175456761457e-07;-0,195206074303777;0,355;0,633;0,00643273107250134;"EnteroD";"Krt20";"Upregulated_yMB"
"Uqcr10";3,29983774699888e-07;-0,351652801998263;0,363;0,609;0,00673496884162472;"EnteroD";"Uqcr10";"Upregulated_yMB"
"Arl6ip11";3,44774883602675e-07;-0,613002225102241;0,2;0,398;0,0070368553743306;"EnteroD";"Arl6ip1";"Upregulated_yMB"
"Gnb11";3,56691282628651e-07;-0,272220682077533;0,29;0,511;0,00728006907845076;"EnteroD";"Gnb1";"Upregulated_yMB"
"Tpm3";3,70540935327681e-07;-0,309807019582454;0,241;0,452;0,00756274049003796;"EnteroD";"Tpm3";"Upregulated_yMB"
"Ndufv21";3,75615047348968e-07;-0,419622075940934;0,216;0,42;0,00766630311639244;"EnteroD";"Ndufv2";"Upregulated_yMB"
"Dhrs12";4,06877617390423e-07;-1,81363802511205;0,049;0,185;0,00830437217093852;"EnteroD";"Dhrs1";"Upregulated_yMB"
"Ugdh2";4,53111604865981e-07;-1,19654825011227;0,139;0,304;0,00924800785531467;"EnteroD";"Ugdh";"Upregulated_yMB"
"Tkfc2";4,67645127430685e-07;-1,03859244146213;0,176;0,352;0,00954463705086027;"EnteroD";"Tkfc";"Upregulated_yMB"
"Scp2";5,33646731563242e-07;-0,213027464459106;0,408;0,674;0,0108917297912058;"EnteroD";"Scp2";"Upregulated_yMB"
"Zfp36l22";5,69923921327025e-07;-1,08598652321488;0,118;0,276;0,0116321472342846;"EnteroD";"Zfp36l2";"Upregulated_yMB"
"Ddx5";6,09899170162118e-07;-0,267660830874218;0,331;0,593;0,0124480420630088;"EnteroD";"Ddx5";"Upregulated_yMB"
"Rgs18";6,13527773310931e-07;-3,73909027185427;0,02;0,135;0,0125221018532761;"EnteroD";"Rgs1";"Upregulated_yMB"
"Ndufb51";6,26121192990026e-07;-0,332818799762669;0,278;0,487;0,0127791335489264;"EnteroD";"Ndufb5";"Upregulated_yMB"
"Mrpl522";6,43224136164797e-07;-0,93968368803872;0,159;0,333;0,0131282046191235;"EnteroD";"Mrpl52";"Upregulated_yMB"
"2410015M20Rik1";6,6940409490003e-07;-0,492239129303537;0,18;0,365;0,0136625375769096;"EnteroD";"2410015M20Rik";"Upregulated_yMB"
"Sdc42";7,25248394517696e-07;-0,444120576366163;0,122;0,289;0,0148023197321062;"EnteroD";"Sdc4";"Upregulated_yMB"
"Gtf2b1";7,56027350840172e-07;-1,76438176024939;0,098;0,246;0,0154305182306479;"EnteroD";"Gtf2b";"Upregulated_yMB"
"Aimp12";7,87035447760248e-07;-1,21881733103017;0,127;0,285;0,0160633934887867;"EnteroD";"Aimp1";"Upregulated_yMB"
"Mt12";8,17127607798084e-07;-0,275637166906614;0,388;0,646;0,0166775744751589;"EnteroD";"Mt1";"Upregulated_yMB"
"Uba522";8,25063982718053e-07;-0,569252456185179;0,176;0,367;0,0168395558872755;"EnteroD";"Uba52";"Upregulated_yMB"
"Ccl52";9,08351076192629e-07;-2,89637260378468;0,061;0,193;0,0185394454650916;"EnteroD";"Ccl5";"Upregulated_yMB"
"Ckmt1";9,11520716336728e-07;-0,2025435298292;0,4;0,652;0,0186041378204326;"EnteroD";"Ckmt1";"Upregulated_yMB"
"mt-Cytb2";9,97610823659965e-07;-0,279904350172965;0,963;0,985;0,0203612369108999;"EnteroD";"mt-Cytb";"Upregulated_yMB"
"Ndufa14";1,0003923498681e-06;-0,330759079535306;0,204;0,389;0,020418007860808;"EnteroD";"Ndufa1";"Upregulated_yMB"
"Mtch22";1,00056197590789e-06;-0,308017557915617;0,249;0,448;0,0204214699282801;"EnteroD";"Mtch2";"Upregulated_yMB"
"Arf1";1,03054214078679e-06;-0,376611515183404;0,265;0,483;0,0210333650934585;"EnteroD";"Arf1";"Upregulated_yMB"
"Ifngr2";1,05748012849551e-06;-0,299276987450901;0,188;0,37;0,0215831694225934;"EnteroD";"Ifngr2";"Upregulated_yMB"
"Sult1d1";1,17742779725973e-06;-0,138184077021977;0,335;0,574;0,0240313013420712;"EnteroD";"Sult1d1";"Upregulated_yMB"
"Hbb-bs2";1,20399147137566e-06;-1,2023276549722;0,061;0,198;0,0245734659307772;"EnteroD";"Hbb-bs";"Upregulated_yMB"
"Chp2";1,27794525274987e-06;-0,53300524506563;0,196;0,378;0,0260828626086249;"EnteroD";"Chp2";"Upregulated_yMB"
"Pdia31";1,30153588096364e-06;-0,328315272626085;0,273;0,483;0,0265643473304679;"EnteroD";"Pdia3";"Upregulated_yMB"
"Pla2g4c1";1,49242519160152e-06;-8,47590993421021;0,004;0,098;0,0304603981605871;"EnteroD";"Pla2g4c";"Upregulated_yMB"
"Cldn151";1,57882487650746e-06;-0,283455626937173;0,216;0,396;0,0322238157295172;"EnteroD";"Cldn15";"Upregulated_yMB"
"Nkg72";1,6865915351869e-06;-4,34032362682538;0,004;0,098;0,0344233332331646;"EnteroD";"Nkg7";"Upregulated_yMB"
"Atp5g21";1,71284907344464e-06;-0,22324638516022;0,339;0,567;0,0349592495890051;"EnteroD";"Atp5g2";"Upregulated_yMB"
"Hnrnpa12";1,80474369365076e-06;-0,442018691713354;0,127;0,287;0,0368348187874121;"EnteroD";"Hnrnpa1";"Upregulated_yMB"
"Atox1";1,85456620503646e-06;-0,202882698181524;0,237;0,437;0,0378516962447941;"EnteroD";"Atox1";"Upregulated_yMB"
"Uqcrb";1,92834629428965e-06;-0,282461841042307;0,384;0,657;0,0393575478664518;"EnteroD";"Uqcrb";"Upregulated_yMB"
"Ckb2";2,05991922215259e-06;-0,55592884478096;0,057;0,196;0,0420429513241344;"EnteroD";"Ckb";"Upregulated_yMB"
"Pim12";2,1527811099157e-06;-1,31056243004947;0,127;0,27;0,0439382624533794;"EnteroD";"Pim1";"Upregulated_yMB"
"Clca4b1";2,37600307070095e-06;-0,529032473689247;0,155;0,324;0,0484942226730064;"EnteroD";"Clca4b";"Upregulated_yMB"
"Fth12";2,0907434256199e-68;-0,714214858902447;0,991;0,999;4,26720733169022e-64;"ImmEntero";"Fth1";"Upregulated_yMB"
"Aldob3";2,54441923644795e-63;-0,823389367776331;0,94;0,996;5,19315966159027e-59;"ImmEntero";"Aldob";"Upregulated_yMB"
"Reg13";2,9343679843962e-63;-1,34173696917727;0,468;0,84;5,98904505615264e-59;"ImmEntero";"Reg1";"Upregulated_yMB"
"Ftl12";1,54259113418597e-56;-0,73652219822268;0,888;0,989;3,14842850487357e-52;"ImmEntero";"Ftl1";"Upregulated_yMB"
"Gapdh1";1,0987337041028e-49;-0,626792996217193;0,938;0,991;2,24251549007382e-45;"ImmEntero";"Gapdh";"Upregulated_yMB"
"Gsta12";8,74231335694923e-49;-0,878389187671178;0,826;0,966;1,78430615615334e-44;"ImmEntero";"Gsta1";"Upregulated_yMB"
"AY0361181";8,69247930496841e-46;-0,175731462654873;0,713;0,966;1,77413502614405e-41;"ImmEntero";"AY036118";"Upregulated_yMB"
"Chchd103";1,36723900461246e-44;-0,661081708174717;0,851;0,962;2,79053480841404e-40;"ImmEntero";"Chchd10";"Upregulated_yMB"
"mt-Nd23";2,47685596696149e-44;-0,5812777337018;0,975;1;5,0552630285684e-40;"ImmEntero";"mt-Nd2";"Upregulated_yMB"
"mt-Nd63";1,65448646798517e-42;-1,74493980592414;0,525;0,752;3,37680688115773e-38;"ImmEntero";"mt-Nd6";"Upregulated_yMB"
"mt-Nd53";2,14086261446196e-41;-0,580113347150733;0,872;0,989;4,36950059611687e-37;"ImmEntero";"mt-Nd5";"Upregulated_yMB"
"Rbp21";6,13418963626419e-41;-0,689839874315758;0,894;0,997;1,25198810476152e-36;"ImmEntero";"Rbp2";"Upregulated_yMB"
"Eno13";4,18122740030988e-39;-0,927636425768121;0,642;0,831;8,53388512403246e-35;"ImmEntero";"Eno1";"Upregulated_yMB"
"Adh6a3";6,83281068611994e-38;-0,748121862935638;0,718;0,923;1,39457666103708e-33;"ImmEntero";"Adh6a";"Upregulated_yMB"
"Zg163";1,70185318085736e-37;-0,21492316947369;0,484;0,746;3,47348234212988e-33;"ImmEntero";"Zg16";"Upregulated_yMB"
"Atp5g11";5,48530696793441e-37;-0,49277591750576;0,917;0,972;1,11955115215541e-32;"ImmEntero";"Atp5g1";"Upregulated_yMB"
"Gsta42";1,22291919872281e-36;-1,11685872784525;0,44;0,698;2,49597808459326e-32;"ImmEntero";"Gsta4";"Upregulated_yMB"
"Rpl102";1,40433528780622e-36;-0,58632906894576;0,904;0,969;2,86624832241249e-32;"ImmEntero";"Rpl10";"Upregulated_yMB"
"Lypd81";2,07862544488759e-36;-0,580625193721432;0,897;0,967;4,24247453301557e-32;"ImmEntero";"Lypd8";"Upregulated_yMB"
"Papss23";1,87369474512512e-34;-0,740653885615786;0,567;0,793;3,82421097480036e-30;"ImmEntero";"Papss2";"Upregulated_yMB"
"Prap12";4,86786594850652e-34;-0,587876622988547;0,952;0,994;9,9353144009018e-30;"ImmEntero";"Prap1";"Upregulated_yMB"
"Mgst32";8,63805723689328e-34;-0,492846141031135;0,878;0,978;1,76302748204992e-29;"ImmEntero";"Mgst3";"Upregulated_yMB"
"Fabp13";2,95463435755372e-33;-0,588659809306943;0,901;0,995;6,03040872376714e-29;"ImmEntero";"Fabp1";"Upregulated_yMB"
"Gstm33";5,14695679826952e-33;-1,02735639990613;0,578;0,766;1,05049388252681e-28;"ImmEntero";"Gstm3";"Upregulated_yMB"
"Sdhd";1,60683006168017e-32;-0,659350101583421;0,791;0,897;3,27954015588923e-28;"ImmEntero";"Sdhd";"Upregulated_yMB"
"Arg22";5,29551241878437e-32;-0,559541814672303;0,814;0,954;1,08081408467389e-27;"ImmEntero";"Arg2";"Upregulated_yMB"
"Ubb3";9,31749343881272e-32;-0,426405245471869;0,906;0,982;1,90170041086168e-27;"ImmEntero";"Ubb";"Upregulated_yMB"
"Sephs22";1,22869192337864e-31;-0,754056881775128;0,706;0,84;2,5077602156158e-27;"ImmEntero";"Sephs2";"Upregulated_yMB"
"Ppa12";1,5895224238149e-31;-0,547549548344934;0,823;0,925;3,24421526700621e-27;"ImmEntero";"Ppa1";"Upregulated_yMB"
"Txn1";4,02259574341585e-30;-0,339809543974643;0,991;1;8,21011791231175e-26;"ImmEntero";"Txn1";"Upregulated_yMB"
"Kdelr23";5,31348616986611e-29;-0,675096662867219;0,718;0,829;1,08448252726967e-24;"ImmEntero";"Kdelr2";"Upregulated_yMB"
"Ndufb91";9,16306920554327e-29;-0,433108455590187;0,862;0,965;1,87018242485138e-24;"ImmEntero";"Ndufb9";"Upregulated_yMB"
"Pgam13";1,66691088054871e-28;-0,651020717177623;0,743;0,844;3,40216510719993e-24;"ImmEntero";"Pgam1";"Upregulated_yMB"
"Cyb5a1";3,54690919286476e-28;-0,47451331190831;0,828;0,955;7,23924166263698e-24;"ImmEntero";"Cyb5a";"Upregulated_yMB"
"Chpt13";5,73061583775257e-28;-0,590126125654354;0,686;0,838;1,1696186924853e-23;"ImmEntero";"Chpt1";"Upregulated_yMB"
"Pkm2";3,5542414732613e-27;-0,499694158860819;0,837;0,938;7,25420684692632e-23;"ImmEntero";"Pkm";"Upregulated_yMB"
"Ndufb52";5,5590165113715e-27;-0,499716474597254;0,798;0,895;1,13459526997092e-22;"ImmEntero";"Ndufb5";"Upregulated_yMB"
"Uqcrfs13";4,09364032758693e-26;-0,442660563211128;0,846;0,939;8,35511990860493e-22;"ImmEntero";"Uqcrfs1";"Upregulated_yMB"
"Cox8a2";4,86601953258399e-26;-0,327356051933136;0,968;0,995;9,93154586600392e-22;"ImmEntero";"Cox8a";"Upregulated_yMB"
"Ndufb81";5,3389245710972e-26;-0,535959046612525;0,787;0,901;1,08967450496094e-21;"ImmEntero";"Ndufb8";"Upregulated_yMB"
"Ppia2";7,70649383416158e-26;-0,436805792783407;0,938;0,975;1,57289539155238e-21;"ImmEntero";"Ppia";"Upregulated_yMB"
"Gm7663";8,22484352947691e-26;-1,36303606210676;0,17;0,442;1,67869056436624e-21;"ImmEntero";"Gm766";"Upregulated_yMB"
"Fcgbp3";1,48759178745276e-25;-1,20053468792306;0,131;0,379;3,03617483819108e-21;"ImmEntero";"Fcgbp";"Upregulated_yMB"
"Cda3";5,05221065396702e-25;-0,497508124130798;0,759;0,912;1,03115619447467e-20;"ImmEntero";"Cda";"Upregulated_yMB"
"Cox5a1";5,82661133711573e-25;-0,34997133994373;0,933;0,989;1,18921137390532e-20;"ImmEntero";"Cox5a";"Upregulated_yMB"
"Oaz12";1,39249121180194e-24;-0,377178368822678;0,885;0,968;2,84207456328777e-20;"ImmEntero";"Oaz1";"Upregulated_yMB"
"Ifi302";1,75661269704858e-24;-0,55596338434875;0,709;0,819;3,58524651467616e-20;"ImmEntero";"Ifi30";"Upregulated_yMB"
"Atp5h1";1,80265745245219e-24;-0,33378389149584;0,933;0,98;3,67922386045491e-20;"ImmEntero";"Atp5h";"Upregulated_yMB"
"Id12";2,01685934543627e-24;-0,855780782375176;0,491;0,683;4,11640992403543e-20;"ImmEntero";"Id1";"Upregulated_yMB"
"Prdx11";2,50100852888536e-24;-0,353342440652937;0,966;0,994;5,10455840745502e-20;"ImmEntero";"Prdx1";"Upregulated_yMB"
"Atp5c1";2,94823749682099e-24;-0,357615125828131;0,913;0,983;6,01735273101163e-20;"ImmEntero";"Atp5c1";"Upregulated_yMB"
"Marc22";4,08591701026275e-24;-0,367902428236433;0,922;0,982;8,33935661794628e-20;"ImmEntero";"Marc2";"Upregulated_yMB"
"Ndufv22";4,30711122920091e-24;-0,576513646989673;0,729;0,84;8,79081401879906e-20;"ImmEntero";"Ndufv2";"Upregulated_yMB"
"Pim13";5,07609214346428e-24;-0,822475304759715;0,525;0,691;1,03603040648106e-19;"ImmEntero";"Pim1";"Upregulated_yMB"
"Ndufa81";5,35279268412958e-24;-0,548785566553558;0,672;0,789;1,09250498683085e-19;"ImmEntero";"Ndufa8";"Upregulated_yMB"
"Sdhb";1,39827092159717e-23;-0,440755082716063;0,833;0,924;2,85387095097983e-19;"ImmEntero";"Sdhb";"Upregulated_yMB"
"Tff32";8,82608725198235e-23;-0,403648978343055;0,463;0,659;1,8014044081296e-18;"ImmEntero";"Tff3";"Upregulated_yMB"
"Cbr12";1,16255760806602e-22;-0,458101866665558;0,706;0,863;2,37278007806276e-18;"ImmEntero";"Cbr1";"Upregulated_yMB"
"Ndufab11";1,95370479411767e-22;-0,367579037771187;0,826;0,925;3,98751148479417e-18;"ImmEntero";"Ndufab1";"Upregulated_yMB"
"H3f3b2";1,97800484835988e-22;-0,333953199604854;0,95;0,984;4,03710789550251e-18;"ImmEntero";"H3f3b";"Upregulated_yMB"
"Fos3";2,08663185924501e-22;-0,547782534417859;0,817;0,922;4,25881562471906e-18;"ImmEntero";"Fos";"Upregulated_yMB"
"Rpl93";2,26697642124232e-22;-0,381335495248443;0,922;0,975;4,62689887575558e-18;"ImmEntero";"Rpl9";"Upregulated_yMB"
"Vapa1";5,36428080069236e-22;-0,645020810840971;0,661;0,796;1,09484971142131e-17;"ImmEntero";"Vapa";"Upregulated_yMB"
"Calm22";7,8148974146963e-22;-0,418658579546277;0,858;0,912;1,59502056233952e-17;"ImmEntero";"Calm2";"Upregulated_yMB"
"Ada3";8,54187101333267e-22;-1,9011238715372;0,06;0,271;1,7433958738212e-17;"ImmEntero";"Ada";"Upregulated_yMB"
"Hint12";1,64467729934247e-21;-0,358521826593754;0,86;0,957;3,35678636795797e-17;"ImmEntero";"Hint1";"Upregulated_yMB"
"Ndufb102";1,85835271281376e-21;-0,401693509028717;0,819;0,899;3,79289788685288e-17;"ImmEntero";"Ndufb10";"Upregulated_yMB"
"Ndufc2";5,11149185074585e-21;-0,477036652475199;0,743;0,857;1,04325548673723e-16;"ImmEntero";"Ndufc2";"Upregulated_yMB"
"Cox5b1";5,98108684331977e-21;-0,310578463650066;0,931;0,988;1,22073982472157e-16;"ImmEntero";"Cox5b";"Upregulated_yMB"
"Acaa23";1,81326197623313e-20;-0,565871973266674;0,688;0,809;3,70086769349182e-16;"ImmEntero";"Acaa2";"Upregulated_yMB"
"Casp63";6,59615670657055e-20;-0,577012311863611;0,622;0,758;1,34627558381105e-15;"ImmEntero";"Casp6";"Upregulated_yMB"
"Il182";6,67338869368187e-20;-0,782687324239699;0,495;0,661;1,36203863238047e-15;"ImmEntero";"Il18";"Upregulated_yMB"
"Tmem14c1";8,72098266600831e-20;-0,515460857248248;0,661;0,773;1,7799525621323e-15;"ImmEntero";"Tmem14c";"Upregulated_yMB"
"Ak22";9,73155274066396e-20;-0,487401730240479;0,803;0,891;1,98620991436951e-15;"ImmEntero";"Ak2";"Upregulated_yMB"
"Ephx23";3,00609621503741e-19;-0,613633090279368;0,589;0,766;6,13544237489136e-15;"ImmEntero";"Ephx2";"Upregulated_yMB"
"Atp5g22";3,64815407339126e-19;-0,372442059447979;0,814;0,909;7,44588246379156e-15;"ImmEntero";"Atp5g2";"Upregulated_yMB"
"mt-Nd13";7,51220065124408e-19;-0,372624684523219;0,989;1;1,53324015291892e-14;"ImmEntero";"mt-Nd1";"Upregulated_yMB"
"mt-Nd43";1,20417711638035e-18;-0,339341578911458;0,993;1;2,45772549453229e-14;"ImmEntero";"mt-Nd4";"Upregulated_yMB"
"Actb3";1,61315805224743e-18;-0,236369866938312;0,998;1;3,292455584637e-14;"ImmEntero";"Actb";"Upregulated_yMB"
"Prdx62";2,06341974595875e-18;-0,377677563558948;0,789;0,858;4,21143970150181e-14;"ImmEntero";"Prdx6";"Upregulated_yMB"
"Cox6b11";2,18545714258145e-18;-0,283279188793705;0,933;0,988;4,46051802800874e-14;"ImmEntero";"Cox6b1";"Upregulated_yMB"
"Hagh1";2,85029357407271e-18;-0,830045265667429;0,523;0,641;5,81744918468241e-14;"ImmEntero";"Hagh";"Upregulated_yMB"
"Ndufa121";5,82468285703685e-18;-0,440084922151302;0,768;0,86;1,18881777112122e-13;"ImmEntero";"Ndufa12";"Upregulated_yMB"
